index	prefix_1	prefix_2	prefix_3	tree_depth	radius_A	radius_B
11715	0	6	24	1	2.350	2.127
11721	0	3	3	1	2.077	1.720
11724	0	6	6	1	2.379	2.001
11728	1	1	10	0	3.131	2.076
11729	2	2	11	0	2.480	1.123
11733	0	6	15	1	1.963	1.870
11736	0	0	18	2	2.481	2.433
11738	2	2	20	0	2.706	1.860
11740	1	4	22	0	3.012	1.764
11746	1	1	1	0	2.831	1.793
11747	2	2	2	0	2.847	1.653
11750	2	5	5	0	3.233	2.248
11753	2	8	8	0	2.047	2.452
11755	1	1	10	0	1.714	1.473
11756	2	2	11	0	2.112	1.509
11757	0	3	12	1	1.565	1.854
11762	2	8	17	0	2.176	1.976
11763	0	0	18	2	1.664	1.831
11764	1	1	19	0	3.138	1.677
11767	1	4	22	0	2.513	2.084
11771	2	8	26	0	2.020	2.366
11772	0	0	0	3	2.697	1.983
11779	1	7	7	0	2.606	2.161
11781	0	0	9	2	1.920	2.232
11784	0	3	12	1	2.753	1.828
11787	0	6	15	1	2.547	1.873
11793	0	3	21	1	1.446	2.542
11796	0	6	24	1	1.515	1.838
11800	1	1	1	0	2.417	1.742
11803	1	4	4	0	2.161	2.223
11806	1	7	7	0	2.461	1.905
11808	0	0	9	2	2.594	2.143
11810	2	2	11	0	2.775	1.278
11816	2	8	17	0	2.586	2.345
11819	2	2	20	0	2.660	1.885
11822	2	5	23	0	2.309	1.862
11823	0	6	24	1	2.594	2.327
11825	2	8	26	0	2.661	1.834
11826	0	0	0	4	2.129	2.226
11828	2	2	2	0	2.448	1.796
11832	0	6	6	1	2.202	2.042
11833	1	7	7	0	2.661	2.332
11837	2	2	11	0	2.663	2.017
11845	1	1	19	0	1.752	1.914
11848	1	4	22	0	2.010	2.163
11850	0	6	24	1	2.202	2.424
11854	1	1	1	0	2.145	1.613
11856	0	3	3	1	1.582	1.717
11857	1	4	4	0	2.331	2.449
11861	2	8	8	0	3.731	2.555
11863	1	1	10	0	2.192	2.234
11866	1	4	13	0	1.876	1.980
11868	0	6	15	1	2.861	2.392
11869	1	7	16	0	2.467	2.104
11870	2	8	17	0	2.127	1.952
11879	2	8	26	0	2.744	2.413
11881	1	1	1	0	2.469	2.390
11884	1	4	4	0	2.344	1.731
11894	2	5	14	0	2.952	2.285
11900	2	2	20	0	2.612	1.915
11904	0	6	24	1	2.045	2.404
11906	2	8	26	0	2.271	2.667
11923	1	7	16	0	1.899	2.230
11924	2	8	17	0	2.467	1.886
11926	1	1	19	0	1.862	1.659
11930	2	5	23	0	2.295	1.651
11934	0	0	0	3	2.346	1.836
11937	0	3	3	1	2.816	1.681
11943	0	0	9	2	2.606	1.633
11948	2	5	14	0	2.655	2.065
11954	2	2	20	0	2.684	1.484
11955	0	3	21	1	2.696	2.269
11956	1	4	22	0	2.999	2.037
11960	2	8	26	0	1.983	2.159
11962	1	1	1	0	1.903	2.028
11969	2	8	8	0	2.188	2.784
11970	0	0	9	2	2.224	1.427
11973	0	3	12	1	3.076	1.642
11980	1	1	19	0	2.168	1.526
11981	2	2	20	0	1.973	2.203
11985	0	6	24	1	2.579	1.896
11986	1	7	25	0	2.297	2.160
11987	2	8	26	0	2.574	2.525
11988	0	0	0	4	1.894	2.123
11990	2	2	2	0	1.824	1.609
11991	0	3	3	1	1.978	2.065
12003	0	6	15	1	2.475	1.800
12004	1	7	16	0	3.925	2.024
12012	0	6	24	1	2.590	2.029
12021	0	6	6	1	2.076	1.713
12024	0	0	9	2	1.752	1.813
12028	1	4	13	0	3.626	2.132
12029	2	5	14	0	2.727	1.610
12036	0	3	21	1	2.228	2.104
12037	1	4	22	0	2.000	1.777
12043	1	1	1	0	1.491	1.913
12044	2	2	2	0	2.135	2.234
12048	0	6	6	1	2.363	2.186
12050	2	8	8	0	1.996	2.513
12053	2	2	11	0	2.669	2.042
12059	2	8	17	0	2.143	2.300
12067	1	7	25	0	2.718	2.238
12070	1	1	1	0	2.120	1.622
12077	2	8	8	0	2.678	2.634
12082	1	4	13	0	2.225	2.098
12087	0	0	18	2	1.439	1.877
12088	1	1	19	0	2.147	2.306
12092	2	5	23	0	2.723	2.015
12093	0	6	24	1	1.951	2.252
12098	2	2	2	0	2.893	1.957
12104	2	8	8	0	2.465	2.557
12105	0	0	9	2	2.606	1.641
12108	0	3	12	1	2.453	2.088
12125	2	2	2	0	1.749	2.442
12130	1	7	7	0	2.727	2.235
12131	2	8	8	0	2.050	2.400
12136	1	4	13	0	3.133	1.701
12141	0	0	18	2	2.566	1.855
12142	1	1	19	0	2.298	1.937
12147	0	6	24	1	2.412	2.373
12151	1	1	1	0	1.957	2.117
12155	2	5	5	0	1.990	2.690
12157	1	7	7	0	1.672	2.754
12159	0	0	9	2	2.247	2.209
12163	1	4	13	0	3.149	2.054
12169	1	1	19	0	2.318	2.057
12172	1	4	22	0	1.771	2.129
12179	2	2	2	0	2.449	2.358
12180	0	3	3	1	2.900	1.989
12184	1	7	7	0	2.907	2.603
12185	2	8	8	0	2.546	2.375
12190	1	4	13	0	2.527	1.894
12197	2	2	20	0	3.224	2.263
12199	1	4	22	0	2.571	1.809
12204	0	0	0	3	2.617	2.040
12205	1	1	1	0	2.260	2.332
12210	0	6	6	1	2.129	2.762
12216	0	3	12	1	2.701	2.072
12217	1	4	13	0	2.954	2.549
12224	2	2	20	0	3.531	2.217
12225	0	3	21	1	3.152	2.450
12226	1	4	22	0	2.842	2.272
12228	0	6	24	1	1.770	1.988
12229	1	7	25	0	2.721	2.601
12232	1	1	1	0	2.606	2.110
12236	2	5	5	0	2.627	2.232
12241	1	1	10	0	2.307	2.043
12242	2	2	11	0	3.285	1.482
12243	0	3	12	1	1.797	1.993
12249	0	0	18	2	2.172	1.939
12251	2	2	20	0	2.392	2.301
12252	0	3	21	1	2.546	2.474
12253	1	4	22	0	2.257	1.613
12259	1	1	1	0	2.455	2.450
12262	1	4	4	0	3.243	2.329
12265	1	7	7	0	3.073	2.077
12270	0	3	12	1	2.519	2.242
12282	0	6	24	1	2.298	1.967
12285	0	0	0	3	2.018	2.418
12286	1	1	1	0	3.502	1.931
12288	0	3	3	1	1.426	2.097
12290	2	5	5	0	2.307	2.824
12293	2	8	8	0	2.320	2.891
12294	0	0	9	2	3.031	2.051
12298	1	4	13	0	2.028	2.303
12299	2	5	14	0	2.510	2.311
12301	1	7	16	0	1.875	2.318
12303	0	0	18	2	2.497	2.198
12309	0	6	24	1	3.221	2.559
12322	1	1	10	0	2.508	1.848
12327	0	6	15	1	2.921	1.817
12329	2	8	17	0	2.667	2.564
12331	1	1	19	0	3.353	1.650
12335	2	5	23	0	2.735	2.185
12336	0	6	24	1	2.034	2.797
12340	1	1	1	0	1.965	2.037
12342	0	3	3	1	2.634	1.989
12343	1	4	4	0	2.116	2.420
12344	2	5	5	0	1.711	2.591
12347	2	8	8	0	2.480	2.675
12353	2	5	14	0	3.362	1.989
12356	2	8	17	0	2.491	2.422
12359	2	2	20	0	2.475	1.866
12360	0	3	21	1	2.071	1.794
12369	0	3	3	1	1.950	2.228
12378	0	3	12	1	3.150	1.950
12393	0	0	0	6	1.615	1.759
12398	2	5	5	0	2.374	2.154
12403	1	1	10	0	2.224	1.651
12407	2	5	14	0	2.462	1.964
12409	1	7	16	0	2.129	1.753
12418	1	7	25	0	2.401	2.291
12420	0	0	0	3	2.509	2.149
12422	2	2	2	0	2.298	2.399
12423	0	3	3	1	1.886	2.208
12427	1	7	7	0	2.191	2.298
12428	2	8	8	0	2.111	2.705
12433	1	4	13	0	1.775	1.934
12441	0	3	21	1	2.641	1.754
12443	2	5	23	0	2.507	1.740
12446	2	8	26	0	1.834	2.065
12448	1	1	1	0	2.246	2.196
12449	2	2	2	0	2.050	2.857
12451	1	4	4	0	2.574	2.110
12452	2	5	5	0	1.680	2.163
12454	1	7	7	0	2.007	2.368
12455	2	8	8	0	2.850	2.565
12458	2	2	11	0	1.822	2.659
12460	1	4	13	0	1.592	2.254
12464	2	8	17	0	1.729	2.494
12473	2	8	26	0	1.926	2.569
12474	0	0	0	4	2.384	2.470
12475	1	1	1	0	1.987	1.826
12480	0	6	6	1	2.703	2.075
12481	1	7	7	0	2.082	2.011
12485	2	2	11	0	2.179	1.674
12486	0	3	12	1	1.687	2.597
12489	0	6	15	1	2.300	1.677
12492	0	0	18	2	2.197	1.942
12496	1	4	22	0	2.101	2.482
12498	0	6	24	1	1.791	2.115
12499	1	7	25	0	2.776	2.389
12502	1	1	1	0	2.946	1.788
12503	2	2	2	0	2.833	2.102
12504	0	3	3	1	2.485	1.699
12506	2	5	5	0	2.333	2.044
12513	0	3	12	1	2.961	1.855
12524	2	5	23	0	2.061	2.319
12533	2	5	5	0	2.380	2.283
12535	1	7	7	0	1.963	1.885
12539	2	2	11	0	2.866	2.226
12541	1	4	13	0	1.827	2.475
12545	2	8	17	0	3.689	2.085
12549	0	3	21	1	2.390	2.224
12550	1	4	22	0	2.919	1.831
12551	2	5	23	0	1.899	2.362
12552	0	6	24	1	2.715	1.901
12560	2	5	5	0	2.381	2.049
12568	1	4	13	0	1.536	1.780
12569	2	5	14	0	2.943	1.725
12573	0	0	18	2	2.434	2.302
12577	1	4	22	0	3.017	1.842
12581	2	8	26	0	2.369	2.239
12582	0	0	0	3	1.560	2.267
12583	1	1	1	0	2.398	2.022
12587	2	5	5	0	1.658	2.293
12593	2	2	11	0	2.258	2.352
12598	1	7	16	0	2.313	1.921
12604	1	4	22	0	3.297	2.175
12605	2	5	23	0	2.592	2.171
12608	2	8	26	0	2.197	2.232
12609	0	0	0	3	2.066	2.248
12611	2	2	2	0	1.933	2.487
12622	1	4	13	0	2.020	1.757
12623	2	5	14	0	2.142	2.155
12626	2	8	17	0	2.296	2.686
12630	0	3	21	1	2.108	2.048
12639	0	3	3	1	2.884	1.747
12644	2	8	8	0	1.992	2.700
12646	1	1	10	0	3.061	2.002
12651	0	6	15	1	2.952	1.999
12653	2	8	17	0	3.271	2.105
12659	2	5	23	0	2.196	2.185
12665	2	2	2	0	2.646	2.493
12666	0	3	3	1	2.724	2.332
12669	0	6	6	1	1.931	2.473
12675	0	3	12	1	2.206	1.992
12677	2	5	14	0	2.041	1.961
12680	2	8	17	0	2.569	2.606
12684	0	3	21	1	1.890	1.987
12686	2	5	23	0	1.731	2.215
12694	1	4	4	0	1.984	2.205
12697	1	7	7	0	3.277	2.843
12698	2	8	8	0	2.508	3.103
12699	0	0	9	2	2.622	2.213
12707	2	8	17	0	1.731	2.572
12715	1	7	25	0	2.154	2.122
12717	0	0	0	4	2.482	2.182
12722	2	5	5	0	2.594	2.308
12726	0	0	9	2	3.460	1.849
12727	1	1	10	0	2.953	1.424
12729	0	3	12	1	2.298	1.299
12733	1	7	16	0	1.539	2.227
12734	2	8	17	0	2.424	2.467
12735	0	0	18	2	2.303	2.436
12741	0	6	24	1	2.708	2.420
12742	1	7	25	0	2.181	2.071
12743	2	8	26	0	2.235	2.004
12750	0	6	6	1	1.870	2.355
12751	1	7	7	0	2.143	1.870
12762	0	0	18	2	2.740	2.188
12763	1	1	19	0	2.226	1.917
12767	2	5	23	0	2.379	1.877
12770	2	8	26	0	2.565	2.615
12774	0	3	3	1	2.171	2.175
12779	2	8	8	0	2.481	2.740
12793	1	4	22	0	2.666	2.092
12794	2	5	23	0	2.393	2.423
12803	2	5	5	0	1.976	2.763
12812	2	5	14	0	2.062	1.666
12816	0	0	18	2	2.530	2.159
12831	0	6	6	1	2.751	2.262
12836	2	2	11	0	2.456	1.926
12843	0	0	18	2	2.606	1.904
12858	0	6	6	1	1.925	2.349
12861	0	0	9	2	3.290	1.909
12862	1	1	10	0	2.628	2.149
12868	1	7	16	0	2.590	2.006
12872	2	2	20	0	2.130	2.590
12873	0	3	21	1	1.882	1.764
12874	1	4	22	0	2.535	2.384
12875	2	5	23	0	2.895	2.784
12876	0	6	24	1	2.835	2.431
12879	0	0	0	5	2.550	2.006
12885	0	6	6	1	1.974	2.342
12890	2	2	11	0	3.160	2.704
12901	1	4	22	0	3.145	1.556
12907	1	1	1	0	2.532	2.335
12911	2	5	5	0	2.133	2.993
12913	1	7	7	0	2.434	2.408
12921	0	6	15	1	1.998	2.122
12922	1	7	16	0	1.196	2.443
12928	1	4	22	0	1.534	2.275
12929	2	5	23	0	2.855	2.435
12935	2	2	2	0	3.605	2.795
12936	0	3	3	1	2.101	2.846
12943	1	1	10	0	2.771	2.291
12947	2	5	14	0	2.601	2.429
12948	0	6	15	1	2.585	2.406
12951	0	0	18	2	2.961	1.955
12953	2	2	20	0	2.736	2.212
12958	1	7	25	0	1.952	2.624
12962	2	2	2	0	3.738	2.588
12964	1	4	4	0	1.885	2.029
12966	0	6	6	1	2.403	2.354
12968	2	8	8	0	2.651	2.929
12969	0	0	9	2	2.674	2.049
12974	2	5	14	0	2.809	2.397
12984	0	6	24	1	2.605	2.403
12987	0	0	0	3	2.923	2.624
12991	1	4	4	0	3.228	1.738
12996	0	0	9	2	1.897	2.085
12997	1	1	10	0	3.321	2.245
12999	0	3	12	1	2.174	1.541
13001	2	5	14	0	2.980	2.217
13005	0	0	18	2	2.783	1.696
13007	2	2	20	0	3.640	2.542
13008	0	3	21	1	3.132	2.202
13009	1	4	22	0	4.104	2.133
13010	2	5	23	0	2.404	2.075
13011	0	6	24	1	2.425	2.334
13013	2	8	26	0	2.492	2.999
13020	0	6	6	1	2.868	2.426
13022	2	8	8	0	2.637	2.902
13023	0	0	9	2	2.713	1.983
13024	1	1	10	0	2.068	1.793
13032	0	0	18	2	2.453	2.527
13037	2	5	23	0	3.030	2.689
13040	2	8	26	0	2.228	2.820
13042	1	1	1	0	2.238	2.194
13045	1	4	4	0	2.533	2.651
13046	2	5	5	0	2.062	2.905
13049	2	8	8	0	1.703	2.977
13051	1	1	10	0	1.950	2.225
13054	1	4	13	0	2.915	1.721
13056	0	6	15	1	2.021	2.556
13058	2	8	17	0	2.066	2.708
13065	0	6	24	1	2.980	2.495
13072	1	4	4	0	2.599	2.352
13074	0	6	6	1	3.548	2.352
13080	0	3	12	1	2.055	2.048
13087	1	1	19	0	2.594	1.928
13088	2	2	20	0	2.455	2.720
13094	2	8	26	0	2.636	2.802
13095	0	0	0	3	2.052	2.368
13096	1	1	1	0	1.908	2.667
13100	2	5	5	0	2.573	2.835
13107	0	3	12	1	2.465	2.598
13115	2	2	20	0	2.122	2.842
13121	2	8	26	0	1.629	2.899
13122	0	0	0	8	2.094	2.544
13125	0	3	3	1	2.397	2.515
13126	1	4	4	0	2.365	2.371
13128	0	6	6	1	2.064	2.409
13130	2	8	8	0	1.579	2.445
13132	1	1	10	0	2.643	2.547
13133	2	2	11	0	1.792	1.643
13134	0	3	12	1	2.199	2.167
13137	0	6	15	1	2.862	2.180
13141	1	1	19	0	2.468	2.405
13145	2	5	23	0	2.476	2.394
13152	0	3	3	1	1.811	1.867
13158	0	0	9	2	1.580	2.446
13160	2	2	11	0	2.291	2.028
13163	2	5	14	0	2.349	1.528
13181	2	5	5	0	2.065	1.958
13185	0	0	9	2	1.824	2.652
13189	1	4	13	0	1.989	2.027
13193	2	8	17	0	1.874	2.111
13200	0	6	24	1	1.953	2.198
13204	1	1	1	0	2.052	2.204
13213	1	1	10	0	2.572	1.527
13214	2	2	11	0	2.302	2.177
13218	0	6	15	1	2.022	2.280
13219	1	7	16	0	2.096	1.981
13230	0	0	0	3	2.610	2.600
13236	0	6	6	1	2.090	2.488
13241	2	2	11	0	2.523	1.887
13244	2	5	14	0	2.039	1.598
13248	0	0	18	2	1.980	2.187
13251	0	3	21	1	2.381	2.465
13252	1	4	22	0	1.656	1.857
13257	0	0	0	3	2.441	1.856
13263	0	6	6	1	1.401	2.499
13272	0	6	15	1	1.767	1.824
13275	0	0	18	2	1.325	2.231
13280	2	5	23	0	3.234	1.799
13284	0	0	0	4	1.618	2.526
13285	1	1	1	0	1.373	2.352
13287	0	3	3	1	1.609	2.856
13298	2	5	14	0	2.775	1.949
13304	2	2	20	0	2.300	2.565
13306	1	4	22	0	2.495	2.341
13310	2	8	26	0	1.570	2.303
13316	2	5	5	0	3.003	2.452
13317	0	6	6	1	1.960	2.258
13320	0	0	9	2	2.185	2.772
13333	1	4	22	0	2.002	2.139
13338	0	0	0	3	2.751	2.574
13340	2	2	2	0	2.273	2.140
13342	1	4	4	0	2.563	2.376
13356	0	0	18	2	2.035	2.583
13357	1	1	19	0	2.838	2.197
13369	1	4	4	0	1.733	2.032
13370	2	5	5	0	2.182	2.078
13373	2	8	8	0	2.054	2.055
13377	0	3	12	1	3.234	2.204
13379	2	5	14	0	2.390	2.195
13380	0	6	15	1	2.575	2.352
13382	2	8	17	0	2.366	2.158
13386	0	3	21	1	2.037	2.535
13390	1	7	25	0	2.008	2.395
13394	2	2	2	0	3.062	2.462
13397	2	5	5	0	1.882	2.439
13406	2	5	14	0	2.249	2.201
13408	1	7	16	0	2.230	1.992
13409	2	8	17	0	2.720	2.347
13411	1	1	19	0	3.061	1.618
13416	0	6	24	1	2.000	2.066
13418	2	8	26	0	2.230	2.241
13426	1	7	7	0	3.068	2.532
13428	0	0	9	2	3.015	1.925
13434	0	6	15	1	2.400	2.227
13436	2	8	17	0	2.692	2.374
13447	1	1	1	0	2.072	2.320
13460	2	5	14	0	2.701	2.104
13461	0	6	15	1	2.857	2.341
13463	2	8	17	0	2.808	1.978
13464	0	0	18	2	1.980	2.481
13470	0	6	24	1	2.592	2.304
13476	0	3	3	1	3.235	2.789
13478	2	5	5	0	2.334	2.330
13487	2	5	14	0	2.314	2.459
13488	0	6	15	1	2.320	2.513
13490	2	8	17	0	2.246	2.542
13491	0	0	18	2	2.312	2.165
13492	1	1	19	0	2.884	2.066
13500	0	0	0	3	2.227	2.093
13502	2	2	2	0	2.071	2.552
13507	1	7	7	0	2.031	2.475
13510	1	1	10	0	2.663	1.958
13511	2	2	11	0	2.852	1.921
13513	1	4	13	0	2.630	2.475
13514	2	5	14	0	3.017	2.552
13521	0	3	21	1	1.575	2.197
13522	1	4	22	0	2.343	1.929
13524	0	6	24	1	2.299	2.208
13530	0	3	3	1	2.841	2.849
13531	1	4	4	0	2.532	2.403
13535	2	8	8	0	1.892	2.686
13536	0	0	9	2	1.968	2.575
13540	1	4	13	0	2.914	1.792
13541	2	5	14	0	2.230	2.188
13543	1	7	16	0	2.802	2.322
13551	0	6	24	1	2.665	2.875
13552	1	7	25	0	3.340	2.703
13559	2	5	5	0	2.333	2.395
13563	0	0	9	2	2.250	1.990
13565	2	2	11	0	2.249	2.116
13566	0	3	12	1	2.117	2.150
13571	2	8	17	0	2.979	2.208
13573	1	1	19	0	1.758	2.225
13580	2	8	26	0	2.056	2.664
13581	0	0	0	3	2.061	2.438
13586	2	5	5	0	2.210	2.240
13594	1	4	13	0	1.874	2.178
13595	2	5	14	0	2.573	2.507
13596	0	6	15	1	1.892	2.685
13604	2	5	23	0	2.728	2.439
13612	1	4	4	0	2.043	2.760
13614	0	6	6	1	1.921	2.604
13615	1	7	7	0	2.590	2.361
13619	2	2	11	0	2.383	2.399
13624	1	7	16	0	2.650	2.124
13626	0	0	18	2	3.317	2.905
13629	0	3	21	1	2.228	2.357
13630	1	4	22	0	2.457	2.162
13631	2	5	23	0	3.581	1.828
13632	0	6	24	1	2.362	2.550
13637	2	2	2	0	2.323	2.401
13639	1	4	4	0	2.224	2.477
13642	1	7	7	0	2.122	2.712
13648	1	4	13	0	2.585	2.232
13649	2	5	14	0	2.378	1.792
13650	0	6	15	1	2.153	2.565
13656	0	3	21	1	2.531	2.260
13675	1	4	13	0	2.669	2.788
13679	2	8	17	0	1.737	2.350
13683	0	3	21	1	2.286	2.682
13686	0	6	24	1	2.470	2.537
13693	1	4	4	0	3.122	2.391
13701	0	3	12	1	1.760	2.743
13704	0	6	15	1	2.391	2.437
13706	2	8	17	0	2.808	2.362
13715	2	8	26	0	3.159	2.387
13717	1	1	1	0	2.138	2.600
13718	2	2	2	0	2.380	2.720
13722	0	6	6	1	2.059	2.598
13724	2	8	8	0	2.458	2.696
13730	2	5	14	0	1.536	1.863
13732	1	7	16	0	2.534	2.484
13733	2	8	17	0	2.315	2.605
13737	0	3	21	1	2.333	2.017
13741	1	7	25	0	1.866	2.304
13746	0	3	3	1	1.629	2.678
13749	0	6	6	1	2.382	2.668
13751	2	8	8	0	1.842	2.765
13755	0	3	12	1	2.261	2.242
13756	1	4	13	0	3.051	2.414
13757	2	5	14	0	2.865	2.539
13764	0	3	21	1	3.553	1.661
13767	0	6	24	1	2.673	2.373
13770	0	0	0	4	2.127	2.195
13774	1	4	4	0	2.588	2.085
13777	1	7	7	0	1.926	2.790
13778	2	8	8	0	2.483	2.715
13784	2	5	14	0	2.605	2.081
13790	2	2	20	0	1.675	2.240
13791	0	3	21	1	2.903	2.705
13794	0	6	24	1	2.224	3.080
13798	1	1	1	0	2.430	2.471
13812	0	6	15	1	2.948	2.613
13813	1	7	16	0	2.064	2.569
13819	1	4	22	0	2.713	2.580
13822	1	7	25	0	2.147	2.622
13824	0	0	0	3	1.797	2.907
13825	1	1	1	0	1.334	2.613
13833	0	0	9	2	2.713	2.475
13835	2	2	11	0	2.619	2.354
13838	2	5	14	0	1.980	2.925
13840	1	7	16	0	2.315	2.961
13848	0	6	24	1	1.527	2.706
13858	1	7	7	0	2.358	1.576
13861	1	1	10	0	2.897	1.854
13862	2	2	11	0	2.891	2.195
13865	2	5	14	0	2.579	2.378
13866	0	6	15	1	2.672	2.216
13869	0	0	18	2	1.768	2.154
13873	1	4	22	0	1.918	2.001
13874	2	5	23	0	1.885	1.741
13878	0	0	0	3	1.729	2.382
13879	1	1	1	0	3.321	2.590
13883	2	5	5	0	2.327	2.231
13887	0	0	9	2	2.863	2.456
13891	1	4	13	0	2.394	2.078
13894	1	7	16	0	2.256	1.873
13897	1	1	19	0	2.254	1.994
13900	1	4	22	0	2.610	1.840
13903	1	7	25	0	2.498	2.061
13910	2	5	5	0	1.741	2.220
13930	1	7	25	0	2.163	1.561
13931	2	8	26	0	2.277	2.228
13942	1	1	10	0	1.986	2.584
13959	0	0	0	3	2.250	2.389
13961	2	2	2	0	2.962	1.957
13962	0	3	3	1	2.057	2.109
13968	0	0	9	2	3.047	1.895
13971	0	3	12	1	2.311	1.831
13974	0	6	15	1	1.481	2.231
13980	0	3	21	1	1.669	1.951
13983	0	6	24	1	3.042	2.766
13984	1	7	25	0	2.584	2.127
13994	2	8	8	0	1.926	2.332
13998	0	3	12	1	2.633	2.140
14011	1	7	25	0	2.896	2.077
14014	1	1	1	0	2.497	2.056
14018	2	5	5	0	1.768	2.413
14030	2	8	17	0	2.398	2.348
14034	0	3	21	1	2.167	2.160
14037	0	6	24	1	1.779	2.704
14038	1	7	25	0	1.951	2.242
14041	1	1	1	0	2.272	2.339
14044	1	4	4	0	2.595	1.992
14051	2	2	11	0	2.290	1.707
14056	1	7	16	0	2.811	1.700
14058	0	0	18	2	2.810	2.371
14061	0	3	21	1	2.417	1.936
14065	1	7	25	0	2.830	2.073
14066	2	8	26	0	2.511	2.137
14068	1	1	1	0	2.445	2.671
14070	0	3	3	1	1.870	2.398
14075	2	8	8	0	1.554	2.323
14078	2	2	11	0	2.139	2.608
14083	1	7	16	0	2.120	2.035
14086	1	1	19	0	2.338	1.877
14087	2	2	20	0	2.261	2.486
14092	1	7	25	0	1.836	1.855
14096	2	2	2	0	1.995	2.227
14104	1	1	10	0	1.962	2.284
14105	2	2	11	0	3.122	2.087
14109	0	6	15	1	1.478	2.411
14110	1	7	16	0	1.964	1.999
14111	2	8	17	0	2.555	1.787
14112	0	0	18	2	2.023	2.078
14120	2	8	26	0	2.410	2.731
14122	1	1	1	0	1.968	2.815
14124	0	3	3	1	1.819	2.180
14132	2	2	11	0	2.081	2.368
14133	0	3	12	1	2.742	1.788
14139	0	0	18	2	2.325	1.820
14150	2	2	2	0	2.237	2.239
14151	0	3	3	1	3.187	2.131
14153	2	5	5	0	2.487	2.511
14156	2	8	8	0	2.034	3.080
14160	0	3	12	1	2.189	2.224
14162	2	5	14	0	2.696	2.079
14176	1	1	1	0	1.923	2.255
14182	1	7	7	0	2.162	2.064
14183	2	8	8	0	2.023	2.198
14189	2	5	14	0	2.637	2.162
14193	0	0	18	2	2.565	2.565
14205	0	3	3	1	2.320	1.892
14210	2	8	8	0	2.784	2.347
14211	0	0	9	2	2.533	1.543
14218	1	7	16	0	1.907	2.098
14220	0	0	18	2	2.312	2.541
14226	0	6	24	1	2.304	1.821
14227	1	7	25	0	2.369	2.028
14231	2	2	2	0	3.169	2.423
14237	2	8	8	0	2.213	2.577
14239	1	1	10	0	2.003	2.212
14243	2	5	14	0	2.698	1.922
14246	2	8	17	0	2.356	2.445
14252	2	5	23	0	2.231	1.885
14253	0	6	24	1	2.507	2.204
14261	2	5	5	0	1.863	2.465
14266	1	1	10	0	1.901	2.332
14270	2	5	14	0	2.243	2.004
14272	1	7	16	0	2.505	2.421
14276	2	2	20	0	2.170	2.034
14281	1	7	25	0	2.162	2.520
14283	0	0	0	3	2.106	2.203
14288	2	5	5	0	2.330	2.180
14290	1	7	7	0	1.613	2.277
14294	2	2	11	0	1.829	2.271
14299	1	7	16	0	1.952	2.144
14310	0	0	0	3	2.380	2.843
14315	2	5	5	0	2.621	2.530
14318	2	8	8	0	1.965	2.542
14322	0	3	12	1	2.827	2.213
14323	1	4	13	0	2.109	1.847
14335	1	7	25	0	1.938	2.371
14336	2	8	26	0	2.481	2.328
14341	1	4	4	0	2.605	2.281
14343	0	6	6	1	2.081	2.159
14344	1	7	7	0	2.771	2.513
14355	0	0	18	2	2.372	2.470
14356	1	1	19	0	2.196	1.956
14357	2	2	20	0	2.790	1.923
14358	0	3	21	1	2.717	2.497
14359	1	4	22	0	2.644	2.061
14366	2	2	2	0	2.678	2.587
14367	0	3	3	1	2.377	2.270
14375	2	2	11	0	2.828	2.262
14383	1	1	19	0	2.690	2.053
14384	2	2	20	0	2.638	2.203
14387	2	5	23	0	2.493	2.266
14390	2	8	26	0	1.998	2.365
14398	1	7	7	0	2.070	2.535
14404	1	4	13	0	2.476	2.112
14409	0	0	18	2	2.662	2.199
14410	1	1	19	0	2.885	2.394
14413	1	4	22	0	2.000	2.101
14414	2	5	23	0	2.987	2.314
14421	0	3	3	1	1.704	2.344
14425	1	7	7	0	1.756	2.445
14427	0	0	9	2	1.997	2.201
14433	0	6	15	1	2.427	2.510
14437	1	1	19	0	2.851	2.326
14440	1	4	22	0	2.930	1.694
14444	2	8	26	0	2.287	2.233
14451	0	6	6	1	2.151	2.932
14460	0	6	15	1	1.708	2.182
14462	2	8	17	0	2.486	2.665
14474	2	2	2	0	1.956	2.891
14476	1	4	4	0	3.192	2.518
14478	0	6	6	1	1.743	2.453
14484	0	3	12	1	2.178	2.379
14488	1	7	16	0	2.795	2.038
14490	0	0	18	2	2.039	2.483
14495	2	5	23	0	2.343	2.539
14496	0	6	24	1	2.048	2.563
14502	0	3	3	1	2.733	2.454
14507	2	8	8	0	2.667	2.567
14508	0	0	9	2	2.390	2.473
14514	0	6	15	1	1.985	2.703
14516	2	8	17	0	2.064	2.176
14518	1	1	19	0	2.283	2.277
14519	2	2	20	0	2.909	2.174
14520	0	3	21	1	2.243	2.257
14521	1	4	22	0	2.273	2.480
14528	2	2	2	0	1.815	2.682
14530	1	4	4	0	1.862	2.765
14534	2	8	8	0	1.555	2.819
14538	0	3	12	1	2.110	2.557
14544	0	0	18	2	2.349	2.370
14545	1	1	19	0	2.761	2.247
14547	0	3	21	1	2.423	2.443
14555	2	2	2	0	1.688	3.187
14559	0	6	6	1	2.369	2.846
14571	0	0	18	2	2.940	2.341
14573	2	2	20	0	2.279	2.029
14576	2	5	23	0	1.308	2.561
14578	1	7	25	0	2.565	2.608
